epoch;loss;val_loss
0;123.55219075257473;113.60935763095287
1;88.20317973156263;72.02227279987741
2;61.81169745917204;56.81798805074489
3;46.799712150362;43.66487198687614
4;38.58237174317077;35.55943990260997
5;33.75991148690223;35.06928581887103
6;30.147397076668387;28.472568796036093
7;27.35398393521919;26.407474314912836
8;25.847081707495953;23.316194148773842
9;23.895559766346302;22.47851316979591
10;22.87452698304547;22.24079850379457
11;21.707252171524058;19.475814038134637
12;20.777399155831155;19.94129131195393
13;19.882013641360263;18.880159865034386
14;19.165131503719927;18.824354344225945
15;18.724775181822015;17.85687438477861
16;17.99581323066977;17.961105813371375
17;17.45210423774172;17.00991118207891
18;17.067572199181484;16.363178841611173
19;16.542261624029837;16.392716265739278
20;16.09064244167124;16.874233002358295
21;15.600817940758692;15.565721866932321
22;15.489491302755253;15.482631876113567
23;15.249093161767856;15.609275929471279
24;14.796600638832054;14.762430302640224
25;14.42111654471676;15.347252470381717
26;14.183535558459345;15.594849074140509
27;13.969110865547663;15.27108341582278
28;13.63044387442947;14.145376661990552
29;13.4453948410469;14.812451007518362
30;13.075966271414485;13.931377725398287
31;12.92703481367967;14.023637188241837
32;12.841159935303075;13.545452026610679
33;13.296481930758839;13.727259316342943
34;12.392245428902763;14.053415014388714
35;12.208430836422302;14.363262004040656
36;12.183612386259782;13.488178339410336
37;12.009254860642637;12.984234779439074
38;11.75890363272974;13.615511939880696
39;11.716873453813106;13.773240454653477
40;11.321053712055834;13.599723247771568
41;11.414383030221947;12.955070318059718
42;11.25386921203565;12.709300913709276
43;11.242945230435694;12.785749369479241
44;10.799992994037414;12.934999192014654
45;10.697798141977556;13.00094883999926
46;10.95042161871366;13.423571764154637
47;10.565570276750268;13.207757569373921
48;10.355533698480386;12.445651703692498
49;10.624725604505818;12.943652868270874
50;10.316831702603421;12.61534137421466
51;10.240268263299054;13.357585283035927
52;10.08818671569675;12.498266965784925
53;10.139732761830674;12.165138143174191
54;9.86539628235271;12.849648942338659
55;9.974023556260784;12.143425221138813
56;9.758713508900106;12.451448998552687
57;9.711987718653914;12.208273699943055
58;9.757850902576557;12.634653157376228
59;9.656713267726191;12.532226045080956
60;9.501467339929022;12.423754560186508
61;9.298829218998904;12.493517865525915
62;9.236748653453786;12.21084594219289
63;9.080125132537816;12.726739335567393
64;9.253397651614813;12.320331269122185
65;9.138842790480721;12.335205265816223
66;9.233710712817244;12.471257610523955
67;8.943243544335738;12.395384134130275
68;9.030006124445304;11.924598734429543
69;8.918859167235771;13.105526274823127
70;8.878500873870658;11.934377482596863
71;8.662798431337512;12.765570554327457
72;8.702362312553849;11.966373768258602
73;8.817724959724641;11.85525078976408
74;8.77127548497712;11.807172836141383
75;8.65669499040427;12.65064888812126
76;8.496177333585598;12.170282155909437
77;8.359213437730316;12.058685018661174
78;8.451044391266882;11.989410831573162
79;8.316760809644904;11.869032043091794
80;8.411650404092608;12.310905436252026
81;8.407820796939909;12.312160552816188
82;8.302606450621033;12.297523736953735
83;8.15111906174553;11.909769276355176
84;8.15314362568215;11.918762404867943
85;8.03515397896201;12.392760160121512
86;8.088021168852679;12.223490096153096
87;8.156246912503825;12.023998884444541
88;7.942351015436958;12.139594813610644
89;7.9672967531890215;11.983522202106233
90;7.472235678027831;10.758527537609668
91;6.941534752107728;10.65983558715658
92;6.916761194844778;10.670696055635492
93;6.5130539348525565;10.349111942534751
94;6.288138825392941;10.432762645660564
95;6.325134818481542;10.549480816151233
96;6.232812056196848;10.514483020660725
97;6.3322446506146415;10.377610972587098
98;6.043572839622192;10.440471560397047
99;6.16328911631217;10.31394876317775
100;6.043888209762687;10.567202694872593
101;5.846271226472263;10.512245736223585
102;6.01707306377136;10.47046069388694
103;5.680037467922439;10.355172669633905
104;5.866449549691507;10.506930544021282
105;5.678944124636381;10.397445962784138
106;5.624813994064214;10.364645131090855
107;5.7504923733991715;10.42695224031489
108;5.805870789681362;10.268257536786669
109;5.704764239680148;10.421270055973784
110;5.682829392979899;10.381009941405438
111;5.470522054748443;10.489649970480736
112;5.589104156894687;10.481536778997867
113;5.579370636250814;10.42275344057286
114;5.417314929788085;10.267574082029627
115;5.548453661888799;10.405768181415315
116;5.394417094349484;10.539599986786538
117;5.46954035035146;10.581046520395482
118;5.321813186068933;10.776204586029053
119;5.135170081314993;10.652359531280842
120;5.459030951839027;10.594202183662578
121;5.302331527910501;10.533990616494037
122;5.217972358926357;10.553206585823222
123;5.241490302127619;10.770437260891528
124;5.284333496969446;10.671386246985577
125;5.200324117482364;10.652285758485185
126;5.133059428643638;10.742273264742913
127;5.288259134676275;10.72121911860527
128;5.176592897938092;10.602585675868582
129;5.085910728555482;10.548194946126735
130;5.173274861343037;10.431094773272251
131;5.010922860180028;10.400208262687034
132;5.103993835873745;10.411385399229983
133;4.836616509807556;10.425752548461265
134;5.066735992309079;10.349446144509823
